episode_id,pair_id,scenario_family,condition,twin_role,pressure_condition,selection_group,selection_reason
v2-coding_billing-hspr-010-neutral,v2-coding_billing-hspr-010,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-010-pressure,v2-coding_billing-hspr-010,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-000-neutral,v2-coding_billing-repl-000,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-000-pressure,v2-coding_billing-repl-000,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-002-neutral,v2-coding_billing-repl-002,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-002-pressure,v2-coding_billing-repl-002,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-004-neutral,v2-coding_billing-repl-004,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-004-pressure,v2-coding_billing-repl-004,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-006-neutral,v2-coding_billing-repl-006,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-006-pressure,v2-coding_billing-repl-006,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-008-neutral,v2-coding_billing-repl-008,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-008-pressure,v2-coding_billing-repl-008,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-010-neutral,v2-coding_billing-repl-010,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-010-pressure,v2-coding_billing-repl-010,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-000-neutral,v2-coding_billing-revi-000,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-000-pressure,v2-coding_billing-revi-000,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-002-neutral,v2-coding_billing-revi-002,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-002-pressure,v2-coding_billing-revi-002,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-004-neutral,v2-coding_billing-revi-004,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-004-pressure,v2-coding_billing-revi-004,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-006-neutral,v2-coding_billing-revi-006,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-006-pressure,v2-coding_billing-revi-006,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-008-neutral,v2-coding_billing-revi-008,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-008-pressure,v2-coding_billing-revi-008,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-010-neutral,v2-coding_billing-revi-010,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-010-pressure,v2-coding_billing-revi-010,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-000-neutral,v2-coding_billing-sham-000,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-000-pressure,v2-coding_billing-sham-000,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-002-neutral,v2-coding_billing-sham-002,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-002-pressure,v2-coding_billing-sham-002,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-004-neutral,v2-coding_billing-sham-004,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-004-pressure,v2-coding_billing-sham-004,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-006-neutral,v2-coding_billing-sham-006,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-006-pressure,v2-coding_billing-sham-006,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-008-neutral,v2-coding_billing-sham-008,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-008-pressure,v2-coding_billing-sham-008,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-010-neutral,v2-coding_billing-sham-010,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-010-pressure,v2-coding_billing-sham-010,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-000-neutral,v2-quality_metric-bgpm-000,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-000-pressure,v2-quality_metric-bgpm-000,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-002-neutral,v2-quality_metric-bgpm-002,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-002-pressure,v2-quality_metric-bgpm-002,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-004-neutral,v2-quality_metric-bgpm-004,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-004-pressure,v2-quality_metric-bgpm-004,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-006-neutral,v2-quality_metric-bgpm-006,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-006-pressure,v2-quality_metric-bgpm-006,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-008-neutral,v2-quality_metric-bgpm-008,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-008-pressure,v2-quality_metric-bgpm-008,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-010-neutral,v2-quality_metric-bgpm-010,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-010-pressure,v2-quality_metric-bgpm-010,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-000-neutral,v2-quality_metric-bgpr-000,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-000-pressure,v2-quality_metric-bgpr-000,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-002-neutral,v2-quality_metric-bgpr-002,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-002-pressure,v2-quality_metric-bgpr-002,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-004-neutral,v2-quality_metric-bgpr-004,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-004-pressure,v2-quality_metric-bgpr-004,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-006-neutral,v2-quality_metric-bgpr-006,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-006-pressure,v2-quality_metric-bgpr-006,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-008-neutral,v2-quality_metric-bgpr-008,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-008-pressure,v2-quality_metric-bgpr-008,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-010-neutral,v2-quality_metric-bgpr-010,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-010-pressure,v2-quality_metric-bgpr-010,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-000-neutral,v2-quality_metric-diri-000,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-000-pressure,v2-quality_metric-diri-000,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-002-neutral,v2-quality_metric-diri-002,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-002-pressure,v2-quality_metric-diri-002,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-004-neutral,v2-quality_metric-diri-004,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-004-pressure,v2-quality_metric-diri-004,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-006-neutral,v2-quality_metric-diri-006,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-006-pressure,v2-quality_metric-diri-006,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-008-neutral,v2-quality_metric-diri-008,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-008-pressure,v2-quality_metric-diri-008,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-010-neutral,v2-quality_metric-diri-010,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-010-pressure,v2-quality_metric-diri-010,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-000-neutral,v2-quality_metric-hspr-000,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-000-pressure,v2-quality_metric-hspr-000,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-002-neutral,v2-quality_metric-hspr-002,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-002-pressure,v2-quality_metric-hspr-002,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-004-neutral,v2-quality_metric-hspr-004,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-004-pressure,v2-quality_metric-hspr-004,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-006-neutral,v2-quality_metric-hspr-006,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-006-pressure,v2-quality_metric-hspr-006,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-008-neutral,v2-quality_metric-hspr-008,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-008-pressure,v2-quality_metric-hspr-008,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-010-neutral,v2-quality_metric-hspr-010,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-010-pressure,v2-quality_metric-hspr-010,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-000-neutral,v2-quality_metric-repl-000,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-000-pressure,v2-quality_metric-repl-000,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-002-neutral,v2-quality_metric-repl-002,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-002-pressure,v2-quality_metric-repl-002,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-004-neutral,v2-quality_metric-repl-004,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-004-pressure,v2-quality_metric-repl-004,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-006-neutral,v2-quality_metric-repl-006,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-006-pressure,v2-quality_metric-repl-006,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-008-neutral,v2-quality_metric-repl-008,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-008-pressure,v2-quality_metric-repl-008,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-010-neutral,v2-quality_metric-repl-010,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-010-pressure,v2-quality_metric-repl-010,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-000-neutral,v2-quality_metric-revi-000,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-000-pressure,v2-quality_metric-revi-000,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-002-neutral,v2-quality_metric-revi-002,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-002-pressure,v2-quality_metric-revi-002,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-004-neutral,v2-quality_metric-revi-004,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-004-pressure,v2-quality_metric-revi-004,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-006-neutral,v2-quality_metric-revi-006,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-006-pressure,v2-quality_metric-revi-006,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-008-neutral,v2-quality_metric-revi-008,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-008-pressure,v2-quality_metric-revi-008,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-010-neutral,v2-quality_metric-revi-010,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-010-pressure,v2-quality_metric-revi-010,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
