episode_id,pair_id,scenario_family,condition,twin_role,pressure_condition,selection_group,selection_reason
v2-coding_billing-repl-007-neutral,v2-coding_billing-repl-007,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-007-pressure,v2-coding_billing-repl-007,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-009-neutral,v2-coding_billing-repl-009,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-009-pressure,v2-coding_billing-repl-009,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-011-neutral,v2-coding_billing-repl-011,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-011-pressure,v2-coding_billing-repl-011,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-001-neutral,v2-coding_billing-revi-001,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-001-pressure,v2-coding_billing-revi-001,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-003-neutral,v2-coding_billing-revi-003,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-003-pressure,v2-coding_billing-revi-003,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-005-neutral,v2-coding_billing-revi-005,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-005-pressure,v2-coding_billing-revi-005,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-007-neutral,v2-coding_billing-revi-007,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-007-pressure,v2-coding_billing-revi-007,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-009-neutral,v2-coding_billing-revi-009,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-009-pressure,v2-coding_billing-revi-009,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-011-neutral,v2-coding_billing-revi-011,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-011-pressure,v2-coding_billing-revi-011,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-001-neutral,v2-coding_billing-sham-001,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-001-pressure,v2-coding_billing-sham-001,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-003-neutral,v2-coding_billing-sham-003,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-003-pressure,v2-coding_billing-sham-003,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-005-neutral,v2-coding_billing-sham-005,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-005-pressure,v2-coding_billing-sham-005,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-007-neutral,v2-coding_billing-sham-007,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-007-pressure,v2-coding_billing-sham-007,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-009-neutral,v2-coding_billing-sham-009,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-009-pressure,v2-coding_billing-sham-009,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-011-neutral,v2-coding_billing-sham-011,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-011-pressure,v2-coding_billing-sham-011,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-001-neutral,v2-quality_metric-bgpm-001,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-001-pressure,v2-quality_metric-bgpm-001,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-003-neutral,v2-quality_metric-bgpm-003,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-003-pressure,v2-quality_metric-bgpm-003,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-005-neutral,v2-quality_metric-bgpm-005,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-005-pressure,v2-quality_metric-bgpm-005,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-007-neutral,v2-quality_metric-bgpm-007,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-007-pressure,v2-quality_metric-bgpm-007,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-009-neutral,v2-quality_metric-bgpm-009,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-009-pressure,v2-quality_metric-bgpm-009,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-011-neutral,v2-quality_metric-bgpm-011,quality_metric_pressure,neutral,neutral,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpm-011-pressure,v2-quality_metric-bgpm-011,quality_metric_pressure,background_pressure_minimal,pressure,background_pressure_minimal,background_pressure_minimal,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-001-neutral,v2-quality_metric-bgpr-001,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-001-pressure,v2-quality_metric-bgpr-001,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-003-neutral,v2-quality_metric-bgpr-003,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-003-pressure,v2-quality_metric-bgpr-003,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-005-neutral,v2-quality_metric-bgpr-005,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-005-pressure,v2-quality_metric-bgpr-005,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-007-neutral,v2-quality_metric-bgpr-007,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-007-pressure,v2-quality_metric-bgpr-007,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-009-neutral,v2-quality_metric-bgpr-009,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-009-pressure,v2-quality_metric-bgpr-009,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-011-neutral,v2-quality_metric-bgpr-011,quality_metric_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-bgpr-011-pressure,v2-quality_metric-bgpr-011,quality_metric_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-001-neutral,v2-quality_metric-diri-001,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-001-pressure,v2-quality_metric-diri-001,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-003-neutral,v2-quality_metric-diri-003,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-003-pressure,v2-quality_metric-diri-003,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-005-neutral,v2-quality_metric-diri-005,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-005-pressure,v2-quality_metric-diri-005,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-007-neutral,v2-quality_metric-diri-007,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-007-pressure,v2-quality_metric-diri-007,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-009-neutral,v2-quality_metric-diri-009,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-009-pressure,v2-quality_metric-diri-009,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-011-neutral,v2-quality_metric-diri-011,quality_metric_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-diri-011-pressure,v2-quality_metric-diri-011,quality_metric_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-001-neutral,v2-quality_metric-hspr-001,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-001-pressure,v2-quality_metric-hspr-001,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-003-neutral,v2-quality_metric-hspr-003,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-003-pressure,v2-quality_metric-hspr-003,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-005-neutral,v2-quality_metric-hspr-005,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-005-pressure,v2-quality_metric-hspr-005,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-007-neutral,v2-quality_metric-hspr-007,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-007-pressure,v2-quality_metric-hspr-007,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-009-neutral,v2-quality_metric-hspr-009,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-009-pressure,v2-quality_metric-hspr-009,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-011-neutral,v2-quality_metric-hspr-011,quality_metric_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-hspr-011-pressure,v2-quality_metric-hspr-011,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-001-neutral,v2-quality_metric-repl-001,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-001-pressure,v2-quality_metric-repl-001,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-003-neutral,v2-quality_metric-repl-003,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-003-pressure,v2-quality_metric-repl-003,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-005-neutral,v2-quality_metric-repl-005,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-005-pressure,v2-quality_metric-repl-005,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-007-neutral,v2-quality_metric-repl-007,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-007-pressure,v2-quality_metric-repl-007,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-009-neutral,v2-quality_metric-repl-009,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-009-pressure,v2-quality_metric-repl-009,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-011-neutral,v2-quality_metric-repl-011,quality_metric_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-repl-011-pressure,v2-quality_metric-repl-011,quality_metric_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-001-neutral,v2-quality_metric-revi-001,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-001-pressure,v2-quality_metric-revi-001,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-003-neutral,v2-quality_metric-revi-003,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-003-pressure,v2-quality_metric-revi-003,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-005-neutral,v2-quality_metric-revi-005,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-005-pressure,v2-quality_metric-revi-005,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-007-neutral,v2-quality_metric-revi-007,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-007-pressure,v2-quality_metric-revi-007,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-009-neutral,v2-quality_metric-revi-009,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-009-pressure,v2-quality_metric-revi-009,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-011-neutral,v2-quality_metric-revi-011,quality_metric_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-quality_metric-revi-011-pressure,v2-quality_metric-revi-011,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
