episode_id,pair_id,scenario_family,condition,twin_role,pressure_condition,selection_group,selection_reason
v2-coding_billing-bgpr-010-pressure,v2-coding_billing-bgpr-010,coding_and_billing_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-coding_billing-bgpr-011-neutral,v2-coding_billing-bgpr-011,coding_and_billing_pressure,neutral,neutral,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-coding_billing-bgpr-011-pressure,v2-coding_billing-bgpr-011,coding_and_billing_pressure,background_pressure,pressure,background_pressure,background_pressure,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-000-neutral,v2-coding_billing-diri-000,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-000-pressure,v2-coding_billing-diri-000,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-001-neutral,v2-coding_billing-diri-001,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-001-pressure,v2-coding_billing-diri-001,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-002-neutral,v2-coding_billing-diri-002,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-002-pressure,v2-coding_billing-diri-002,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-003-neutral,v2-coding_billing-diri-003,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-003-pressure,v2-coding_billing-diri-003,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-004-neutral,v2-coding_billing-diri-004,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-004-pressure,v2-coding_billing-diri-004,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-005-neutral,v2-coding_billing-diri-005,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-005-pressure,v2-coding_billing-diri-005,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-006-neutral,v2-coding_billing-diri-006,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-006-pressure,v2-coding_billing-diri-006,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-007-neutral,v2-coding_billing-diri-007,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-007-pressure,v2-coding_billing-diri-007,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-008-neutral,v2-coding_billing-diri-008,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-008-pressure,v2-coding_billing-diri-008,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-009-neutral,v2-coding_billing-diri-009,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-009-pressure,v2-coding_billing-diri-009,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-010-neutral,v2-coding_billing-diri-010,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-010-pressure,v2-coding_billing-diri-010,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-011-neutral,v2-coding_billing-diri-011,coding_and_billing_pressure,neutral,neutral,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-diri-011-pressure,v2-coding_billing-diri-011,coding_and_billing_pressure,direct_incentive,pressure,direct_incentive,direct_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-000-neutral,v2-coding_billing-hspr-000,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-000-pressure,v2-coding_billing-hspr-000,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-001-neutral,v2-coding_billing-hspr-001,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-001-pressure,v2-coding_billing-hspr-001,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-002-neutral,v2-coding_billing-hspr-002,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-002-pressure,v2-coding_billing-hspr-002,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-003-neutral,v2-coding_billing-hspr-003,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-003-pressure,v2-coding_billing-hspr-003,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-004-neutral,v2-coding_billing-hspr-004,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-004-pressure,v2-coding_billing-hspr-004,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-005-neutral,v2-coding_billing-hspr-005,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-005-pressure,v2-coding_billing-hspr-005,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-006-neutral,v2-coding_billing-hspr-006,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-006-pressure,v2-coding_billing-hspr-006,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-007-neutral,v2-coding_billing-hspr-007,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-007-pressure,v2-coding_billing-hspr-007,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-008-neutral,v2-coding_billing-hspr-008,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-008-pressure,v2-coding_billing-hspr-008,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-009-neutral,v2-coding_billing-hspr-009,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-009-pressure,v2-coding_billing-hspr-009,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-010-neutral,v2-coding_billing-hspr-010,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-010-pressure,v2-coding_billing-hspr-010,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-011-neutral,v2-coding_billing-hspr-011,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-hspr-011-pressure,v2-coding_billing-hspr-011,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,honesty_system_prompt,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-000-neutral,v2-coding_billing-repl-000,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-000-pressure,v2-coding_billing-repl-000,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-001-neutral,v2-coding_billing-repl-001,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-001-pressure,v2-coding_billing-repl-001,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-002-neutral,v2-coding_billing-repl-002,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-002-pressure,v2-coding_billing-repl-002,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-003-neutral,v2-coding_billing-repl-003,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-003-pressure,v2-coding_billing-repl-003,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-004-neutral,v2-coding_billing-repl-004,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-004-pressure,v2-coding_billing-repl-004,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-005-neutral,v2-coding_billing-repl-005,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-005-pressure,v2-coding_billing-repl-005,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-006-neutral,v2-coding_billing-repl-006,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-006-pressure,v2-coding_billing-repl-006,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-007-neutral,v2-coding_billing-repl-007,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-007-pressure,v2-coding_billing-repl-007,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-008-neutral,v2-coding_billing-repl-008,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-008-pressure,v2-coding_billing-repl-008,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-009-neutral,v2-coding_billing-repl-009,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-009-pressure,v2-coding_billing-repl-009,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-010-neutral,v2-coding_billing-repl-010,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-010-pressure,v2-coding_billing-repl-010,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-011-neutral,v2-coding_billing-repl-011,coding_and_billing_pressure,neutral,neutral,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-repl-011-pressure,v2-coding_billing-repl-011,coding_and_billing_pressure,replacement_ablation,pressure,replacement_ablation,replacement_ablation,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-000-neutral,v2-coding_billing-revi-000,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-000-pressure,v2-coding_billing-revi-000,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-001-neutral,v2-coding_billing-revi-001,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-001-pressure,v2-coding_billing-revi-001,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-002-neutral,v2-coding_billing-revi-002,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-002-pressure,v2-coding_billing-revi-002,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-003-neutral,v2-coding_billing-revi-003,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-003-pressure,v2-coding_billing-revi-003,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-004-neutral,v2-coding_billing-revi-004,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-004-pressure,v2-coding_billing-revi-004,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-005-neutral,v2-coding_billing-revi-005,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-005-pressure,v2-coding_billing-revi-005,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-006-neutral,v2-coding_billing-revi-006,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-006-pressure,v2-coding_billing-revi-006,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-007-neutral,v2-coding_billing-revi-007,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-007-pressure,v2-coding_billing-revi-007,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-008-neutral,v2-coding_billing-revi-008,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-008-pressure,v2-coding_billing-revi-008,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-009-neutral,v2-coding_billing-revi-009,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-009-pressure,v2-coding_billing-revi-009,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-010-neutral,v2-coding_billing-revi-010,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-010-pressure,v2-coding_billing-revi-010,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-011-neutral,v2-coding_billing-revi-011,coding_and_billing_pressure,neutral,neutral,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-revi-011-pressure,v2-coding_billing-revi-011,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,reverse_incentive,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-000-neutral,v2-coding_billing-sham-000,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-000-pressure,v2-coding_billing-sham-000,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-001-neutral,v2-coding_billing-sham-001,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-001-pressure,v2-coding_billing-sham-001,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-002-neutral,v2-coding_billing-sham-002,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-002-pressure,v2-coding_billing-sham-002,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-003-neutral,v2-coding_billing-sham-003,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-003-pressure,v2-coding_billing-sham-003,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-004-neutral,v2-coding_billing-sham-004,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-004-pressure,v2-coding_billing-sham-004,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
v2-coding_billing-sham-005-neutral,v2-coding_billing-sham-005,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo,full_run_all_pairs_authoritative_v2
