episode_id,pair_id,scenario_family,condition,twin_role,pressure_condition,selection_group,selection_reason
v2-coding_billing-sham-002-neutral,v2-coding_billing-sham-002,coding_and_billing_pressure,neutral,neutral,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-coding_billing-sham-002-pressure,v2-coding_billing-sham-002,coding_and_billing_pressure,sham_placebo,pressure,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-quality_metric-sham-002-neutral,v2-quality_metric-sham-002,quality_metric_pressure,neutral,neutral,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-quality_metric-sham-002-pressure,v2-quality_metric-sham-002,quality_metric_pressure,sham_placebo,pressure,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-readmission-sham-002-neutral,v2-readmission-sham-002,readmission_pressure,neutral,neutral,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-readmission-sham-002-pressure,v2-readmission-sham-002,readmission_pressure,sham_placebo,pressure,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-safety_event-sham-002-neutral,v2-safety_event-sham-002,safety_event_pressure,neutral,neutral,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-safety_event-sham-002-pressure,v2-safety_event-sham-002,safety_event_pressure,sham_placebo,pressure,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-throughput-sham-002-neutral,v2-throughput-sham-002,throughput_pressure,neutral,neutral,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-throughput-sham-002-pressure,v2-throughput-sham-002,throughput_pressure,sham_placebo,pressure,sham_placebo,sham_placebo_vs_neutral,larger_pilot_sham_pair
v2-coding_billing-revi-000-neutral,v2-coding_billing-revi-000,coding_and_billing_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-revi-000-pressure,v2-coding_billing-revi-000,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-000-neutral,v2-quality_metric-revi-000,quality_metric_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-000-pressure,v2-quality_metric-revi-000,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-000-neutral,v2-readmission-revi-000,readmission_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-000-pressure,v2-readmission-revi-000,readmission_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-000-neutral,v2-safety_event-revi-000,safety_event_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-000-pressure,v2-safety_event-revi-000,safety_event_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-000-neutral,v2-throughput-revi-000,throughput_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-000-pressure,v2-throughput-revi-000,throughput_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-revi-001-neutral,v2-coding_billing-revi-001,coding_and_billing_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-revi-001-pressure,v2-coding_billing-revi-001,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-001-neutral,v2-quality_metric-revi-001,quality_metric_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-001-pressure,v2-quality_metric-revi-001,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-001-neutral,v2-readmission-revi-001,readmission_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-001-pressure,v2-readmission-revi-001,readmission_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-001-neutral,v2-safety_event-revi-001,safety_event_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-001-pressure,v2-safety_event-revi-001,safety_event_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-001-neutral,v2-throughput-revi-001,throughput_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-001-pressure,v2-throughput-revi-001,throughput_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-revi-002-neutral,v2-coding_billing-revi-002,coding_and_billing_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-revi-002-pressure,v2-coding_billing-revi-002,coding_and_billing_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-002-neutral,v2-quality_metric-revi-002,quality_metric_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-quality_metric-revi-002-pressure,v2-quality_metric-revi-002,quality_metric_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-002-neutral,v2-readmission-revi-002,readmission_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-readmission-revi-002-pressure,v2-readmission-revi-002,readmission_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-002-neutral,v2-safety_event-revi-002,safety_event_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-safety_event-revi-002-pressure,v2-safety_event-revi-002,safety_event_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-002-neutral,v2-throughput-revi-002,throughput_pressure,neutral,neutral,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-throughput-revi-002-pressure,v2-throughput-revi-002,throughput_pressure,reverse_incentive,pressure,reverse_incentive,aligned_vs_neutral,larger_pilot_reverse_pair
v2-coding_billing-hspr-000-neutral,v2-coding_billing-hspr-000,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-coding_billing-hspr-000-pressure,v2-coding_billing-hspr-000,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-000-neutral,v2-quality_metric-hspr-000,quality_metric_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-000-pressure,v2-quality_metric-hspr-000,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-000-neutral,v2-readmission-hspr-000,readmission_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-000-pressure,v2-readmission-hspr-000,readmission_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-000-neutral,v2-safety_event-hspr-000,safety_event_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-000-pressure,v2-safety_event-hspr-000,safety_event_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-000-neutral,v2-throughput-hspr-000,throughput_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-000-pressure,v2-throughput-hspr-000,throughput_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-coding_billing-hspr-001-neutral,v2-coding_billing-hspr-001,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-coding_billing-hspr-001-pressure,v2-coding_billing-hspr-001,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-001-neutral,v2-quality_metric-hspr-001,quality_metric_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-001-pressure,v2-quality_metric-hspr-001,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-001-neutral,v2-readmission-hspr-001,readmission_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-001-pressure,v2-readmission-hspr-001,readmission_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-001-neutral,v2-safety_event-hspr-001,safety_event_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-001-pressure,v2-safety_event-hspr-001,safety_event_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-001-neutral,v2-throughput-hspr-001,throughput_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-001-pressure,v2-throughput-hspr-001,throughput_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-coding_billing-hspr-002-neutral,v2-coding_billing-hspr-002,coding_and_billing_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-coding_billing-hspr-002-pressure,v2-coding_billing-hspr-002,coding_and_billing_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-002-neutral,v2-quality_metric-hspr-002,quality_metric_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-quality_metric-hspr-002-pressure,v2-quality_metric-hspr-002,quality_metric_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-002-neutral,v2-readmission-hspr-002,readmission_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-readmission-hspr-002-pressure,v2-readmission-hspr-002,readmission_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-002-neutral,v2-safety_event-hspr-002,safety_event_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-safety_event-hspr-002-pressure,v2-safety_event-hspr-002,safety_event_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-002-neutral,v2-throughput-hspr-002,throughput_pressure,neutral,neutral,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
v2-throughput-hspr-002-pressure,v2-throughput-hspr-002,throughput_pressure,honesty_system_prompt,pressure,honesty_system_prompt,aligned_vs_neutral,larger_pilot_honesty_pair
